_id;Caráter PBOM;Serviço PBOM;UF PBOM;Município PBOM;Município-UF;Frequência PBOM;Medida da Freq. PBOM;Classe PBOM;Latitude Decimal PBOM;Longitude Decimal PBOM;Latitude GMS PBOM;Longitude GMS PBOM;Latitude Decimal;Longitude Decimal;ERP PBOM;Altura da Torre PBOM;Categoria da Estação PBOM
57dbac5bb6202;Primário;OM;BA;Itapetinga;Itapetinga - BA;1080;KHz;C;-15.25;-40.252222222222;15S15 00;40W15 08;-15.25;-40.252222222222;;59;
57dbac5bba13d;Primário;OM;BA;Itapicuru;Itapicuru - BA;1060;KHz;C;-11.168611111111;-38.050833333333;11S10 07;38W03 03;-11.168611111111;-38.050833333333;;71;
57dbac5bbe182;Primário;OM;BA;Itiruçu;Itiruçu - BA;1540;KHz;C;-13.483333333333;-40.133333333333;13S28 60;40W07 60;-13.483333333333;-40.133333333333;;55;
57dbac5bc1a48;Primário;OM;BA;Ituaçu;Ituaçu - BA;1430;KHz;C;-13.816666666667;-41.3;13S49 00;41W17 60;-13.816666666667;-41.3;;56;
57dbac5bc3ed1;Primário;OM;BA;Jacaraci;Jacaraci - BA;1550;KHz;C;-14.85;-42.433333333333;14S50 60;42W25 60;-14.85;-42.433333333333;;55;
57dbac5bc675a;Primário;OM;BA;Jacobina;Jacobina - BA;1200;KHz;B;-11.204583333333;-40.552194444444;11S12 16;40W33 08;-11.204583333333;-40.552194444444;;57;
57dbac5bcacb4;Primário;OM;BA;Jacobina;Jacobina - BA;580;KHz;B;-11.188055555556;-40.561111111111;11S11 17;40W33 40;-11.188055555556;-40.561111111111;;195;
57dbac5bcf4a8;Primário;OM;BA;Jaguaquara;Jaguaquara - BA;1570;KHz;C;-13.527777777778;-39.986111111111;13S31 40;39W59 10;-13.527777777778;-39.986111111111;;55;
57dbac5bd3156;Primário;OM;BA;Jaguarari;Jaguarari - BA;990;KHz;C;-10.266666666667;-40.2;10S16 00;40W12 00;-10.266666666667;-40.2;;63;
57dbac5bd59fe;Primário;OM;BA;Jequié;Jequié - BA;1460;KHz;C;-13.6;-40.083333333333;13S35 60;40W04 60;-13.6;-40.083333333333;;55;
57dbac5bd9aa2;Primário;OM;BA;Jeremoabo;Jeremoabo - BA;1400;KHz;C;-10.083333333333;-38.383333333333;10S04 60;38W22 60;-10.083333333333;-38.383333333333;;56;
57dbac5bddb1b;Primário;OM;BA;Jiquiriçá;Jiquiriçá - BA;1590;KHz;C;-13.266111111111;-39.575555555556;13S15 58;39W34 32;-13.266111111111;-39.575555555556;;55;
57dbac5be1895;Primário;OM;BA;Juazeiro;Juazeiro - BA;870;KHz;B;-9.4413888888888;-40.531388888889;9S26 29;40W31 53;-9.4413888888888;-40.531388888889;;72;
57dbac5be61cb;Primário;OM;BA;Juazeiro;Juazeiro - BA;1190;KHz;B;-9.44644;-40.49657;9S26 47;40W29 48;-9.44644;-40.49657;;64;Principal
57dbac5bea3e9;Primário;OM;BA;Juazeiro;Juazeiro - BA;1550;KHz;B;-9.4502777777777;-40.490833333333;9S27 01;40W29 27;-9.4502777777777;-40.490833333333;;55;
57dbac5bedf27;Primário;OM;BA;Macaúbas;Macaúbas - BA;1580;KHz;C;-13.016666666667;-42.7;13S01 00;42W42 00;-13.016666666667;-42.7;;55;
57dbac5bf07ad;Primário;OM;BA;Mairi;Mairi - BA;1470;KHz;C;-11.711388888889;-40.1675;11S42 41;40W10 03;-11.711388888889;-40.1675;;55;
57dbac5c0006b;Primário;OM;BA;Miguel Calmon;Miguel Calmon - BA;1510;KHz;C;-11.433333333333;-40.616666666667;11S25 60;40W37 00;-11.433333333333;-40.616666666667;;55;
57dbac5c02b2f;Primário;OM;BA;Monte Santo;Monte Santo - BA;1370;KHz;C;-10.442222222222;-39.328888888889;10S26 32;39W19 44;-10.442222222222;-39.328888888889;;56;Principal
57dbac5c06cfb;Primário;OM;BA;Morro do Chapéu;Morro do Chapéu - BA;1460;KHz;C;-11.545833333333;-41.145277777778;11S32 45;41W08 43;-11.545833333333;-41.145277777778;;55;
57dbac5c0aa2a;Primário;OM;BA;Mundo Novo;Mundo Novo - BA;1560;KHz;C;-11.866666666667;-40.466666666667;11S52 00;40W28 00;-11.866666666667;-40.466666666667;;55;
57dbac5c0d38f;Primário;OM;BA;Muritiba;Muritiba - BA;1110;KHz;B;-12.624166666667;-38.985277777778;12S37 27;38W59 07;-12.624166666667;-38.985277777778;;81;
57dbac5c11718;Primário;OM;BA;Paulo Afonso;Paulo Afonso - BA;950;KHz;C;-9.3525;-38.25;9S21 09;38W15 00;-9.3525;-38.25;;55;
57dbac5c161f5;Primário;OM;BA;Paulo Afonso;Paulo Afonso - BA;1360;KHz;B;-9.3852777777777;-38.235555555556;9S23 07;38W14 08;-9.3852777777777;-38.235555555556;;79;
57dbac5c1a00b;Primário;OM;BA;Paulo Afonso;Paulo Afonso - BA;1500;KHz;C;-9.35;-38.25;9S20 60;38W15 00;-9.35;-38.25;;55;
57dbac5c1c321;Primário;OM;BA;Pedro Alexandre;Pedro Alexandre - BA;1510;KHz;C;-10;-37.883333333333;10S00 00;37W52 60;-10;-37.883333333333;;55;
57dbac5c1eba2;Primário;OM;BA;Poções;Poções - BA;1520;KHz;B;-14.529722222222;-40.365277777778;14S31 47;40W21 55;-14.529722222222;-40.365277777778;;50;
57dbac5c22d67;Primário;OM;BA;Porto Seguro;Porto Seguro - BA;1500;KHz;B;-16.481944444444;-39.072222222222;16S28 55;39W04 20;-16.481944444444;-39.072222222222;;55;
57dbac5c2668a;Primário;OM;BA;Remanso;Remanso - BA;1480;KHz;C;-9.6666666666667;-42.083333333333;9S40 00;42W04 60;-9.6666666666667;-42.083333333333;;55;
57dbac5c28dd9;Primário;OM;BA;Riachão do Jacuípe;Riachão do Jacuípe - BA;1500;KHz;C;-11.8;-39.383333333333;11S48 00;39W22 60;-11.8;-39.383333333333;;55;
57dbac5c2d3c7;Primário;OM;BA;Riacho de Santana;Riacho de Santana - BA;810;KHz;B;-13.600833333333;-42.949444444444;13S36 03;42W56 58;-13.600833333333;-42.949444444444;;100;
57dbac5c31aa4;Primário;OM;BA;Ribeira do Pombal;Ribeira do Pombal - BA;1490;KHz;B;-10.816666666667;-38.55;10S49 00;38W32 60;-10.816666666667;-38.55;;55;
57dbac5c356b0;Primário;OM;BA;Ribeira do Pombal;Ribeira do Pombal - BA;1560;KHz;C;-10.816666666667;-38.55;10S49 00;38W32 60;-10.816666666667;-38.55;;74;
57dbac5c39443;Primário;OM;BA;Rio Real;Rio Real - BA;600;KHz;C;-11.474397222222;-37.946922222222;11S28 28;37W56 49;-11.474397222222;-37.946922222222;;85;
57dbac5c3cd21;Primário;OM;BA;Ruy Barbosa;Ruy Barbosa - BA;1580;KHz;C;-12.283333333333;-40.45;12S16 60;40W27 00;-12.283333333333;-40.45;;55;
57dbac5c3f512;Primário;OM;BA;Salvador;Salvador - BA;590;KHz;B;-12.9075;-38.639722222222;12S54 27;38W38 23;-12.9075;-38.639722222222;;93;
57dbac5c43a8b;Primário;OM;BA;Salvador;Salvador - BA;740;KHz;A;-12.93604;-38.62633;12S56 10;38W37 35;-12.93604;-38.62633;;229;Principal
57dbac5c48229;Primário;OM;BA;Salvador;Salvador - BA;800;KHz;B;-12.902222222222;-38.687222222222;12S54 08;38W41 14;-12.902222222222;-38.687222222222;;91;
57dbac5c4aa90;Primário;OM;BA;Salvador;Salvador - BA;840;KHz;B;-12.97395;-38.62519;12S58 26;38W37 31;-12.97395;-38.62519;;103;Principal
57dbac5c4f18a;Primário;OM;BA;Salvador;Salvador - BA;920;KHz;B;-12.97389;-38.62528;12S58 26;38W37 31;-12.97389;-38.62528;;98;Principal
57dbac5c53124;Primário;OM;BA;Salvador;Salvador - BA;1010;KHz;B;-12.9075;-38.64;12S54 27;38W38 24;-12.9075;-38.64;;93;
57dbac5c5722f;Primário;OM;BA;Salvador;Salvador - BA;1140;KHz;B;-12.9175;-38.644166666667;12S55 03;38W38 39;-12.9175;-38.644166666667;;63;Principal
57dbac5c5bccf;Primário;OM;BA;Salvador;Salvador - BA;1290;KHz;B;-12.91583;-38.65903;12S54 57;38W39 33;-12.91583;-38.65903;;73;Principal
57dbac5c6066f;Primário;OM;BA;Salvador;Salvador - BA;1350;KHz;B;-12.95558;-38.61569;12S57 20;38W36 56;-12.95558;-38.61569;;79;Principal
57dbac5c654ff;Primário;OM;BA;Santa Cruz Cabrália;Santa Cruz Cabrália - BA;710;KHz;B;-16.25;-39.033333333333;16S15 00;39W01 60;-16.25;-39.033333333333;;78;
57dbac5c69db5;Primário;OM;BA;Santa Cruz Cabrália;Santa Cruz Cabrália - BA;1170;KHz;B;-16.266666666667;-39.033333333333;16S16 00;39W01 60;-16.266666666667;-39.033333333333;;55;
57dbac5c6e0a5;Primário;OM;BA;Santa Maria da Vitória;Santa Maria da Vitória - BA;770;KHz;C;-13.397222222222;-44.198888888889;13S23 50;44W11 56;-13.397222222222;-44.198888888889;;74;
57dbac5c71eb1;Primário;OM;BA;Santa Rita de Cássia;Santa Rita de Cássia - BA;1450;KHz;C;-11.016666666667;-44.516666666667;11S01 00;44W31 00;-11.016666666667;-44.516666666667;;55;
57dbac5c7429c;Primário;OM;BA;Santaluz;Santaluz - BA;1390;KHz;C;-11.255833333333;-39.374722222222;11S15 21;39W22 29;-11.255833333333;-39.374722222222;;60;
57dbac5c769f7;Primário;OM;BA;Santana;Santana - BA;1480;KHz;C;-12.983333333333;-44.05;12S58 60;44W02 60;-12.983333333333;-44.05;;55;
57dbac5c7a679;Primário;OM;BA;Santo Amaro;Santo Amaro - BA;1440;KHz;B;-12.57;-38.714444444444;12S34 12;38W42 52;-12.57;-38.714444444444;;76;
57dbac5c7e2b3;Primário;OM;BA;Santo Amaro;Santo Amaro - BA;1490;KHz;C;-12.55;-38.716666666667;12S33 00;38W43 00;-12.55;-38.716666666667;;55;
57dbac5c80a58;Primário;OM;BA;Santo Antônio de Jesus;Santo Antônio de Jesus - BA;680;KHz;B;-12.935988888889;-39.298361111111;12S56 10;39W17 54;-12.935988888889;-39.298361111111;;115;
57dbac5c84a51;Primário;OM;BA;São Gonçalo dos Campos;São Gonçalo dos Campos - BA;1410;KHz;B;-12.440277777778;-38.944444444444;12S26 25;38W56 40;-12.440277777778;-38.944444444444;;79;
57dbac5c884f1;Primário;OM;BA;Seabra;Seabra - BA;1490;KHz;C;-12.416666666667;-41.766666666667;12S25 00;41W46 00;-12.416666666667;-41.766666666667;;55;
57dbac5c8ac22;Primário;OM;BA;Senhor do Bonfim;Senhor do Bonfim - BA;850;KHz;B;-10.446647222222;-40.200988888889;10S26 48;40W12 04;-10.446647222222;-40.200988888889;;73;
57dbac5c8e85f;Primário;OM;BA;Senhor do Bonfim;Senhor do Bonfim - BA;1170;KHz;C;-10.466666666667;-40.183333333333;10S28 00;40W10 60;-10.466666666667;-40.183333333333;;58;
57dbac5c90ac5;Primário;OM;BA;Sento Sé;Sento Sé - BA;1450;KHz;C;-9.6666666666667;-41.3;9S40 00;41W17 60;-9.6666666666667;-41.3;;55;
57dbac5c93101;Primário;OM;BA;Serrinha;Serrinha - BA;790;KHz;C;-11.68597;-38.99244;11S41 09;38W59 33;-11.68597;-38.99244;;74;Principal
57dbac5c96eed;Primário;OM;BA;Serrinha;Serrinha - BA;1330;KHz;C;-11.65;-39;11S39 00;39W00 00;-11.65;-39;;62;
57dbac5c9ae24;Primário;OM;BA;Souto Soares;Souto Soares - BA;1540;KHz;C;-12.087777777778;-41.646944444444;12S05 16;41W38 49;-12.087777777778;-41.646944444444;;55;
57dbac5c9eb7c;Primário;OM;BA;Teixeira de Freitas;Teixeira de Freitas - BA;580;KHz;C;-17.507222222222;-39.726666666667;17S30 26;39W43 36;-17.507222222222;-39.726666666667;;87;
57dbac5ca2ada;Primário;OM;BA;Teolândia;Teolândia - BA;1580;KHz;C;-13.583333333333;-39.5;13S34 60;39W30 00;-13.583333333333;-39.5;;55;
57dbac5ca6102;Primário;OM;BA;Tremedal;Tremedal - BA;1320;KHz;C;-14.966666666667;-41.416666666667;14S58 00;41W25 00;-14.966666666667;-41.416666666667;;55;
57dbac5ca833e;Primário;OM;BA;Uauá;Uauá - BA;1530;KHz;C;-9.8333333333333;-39.483333333333;9S49 60;39W28 60;-9.8333333333333;-39.483333333333;;55;
57dbac5caa9e4;Primário;OM;BA;Ubatã;Ubatã - BA;1230;KHz;C;-14.2;-39.533333333333;14S11 60;39W31 60;-14.2;-39.533333333333;;57;
57dbac5cae714;Primário;OM;BA;Utinga;Utinga - BA;820;KHz;B;-12.084722222222;-41.1125;12S05 05;41W06 45;-12.084722222222;-41.1125;;92;
57dbac5cb2480;Primário;OM;BA;Valença;Valença - BA;650;KHz;B;-13.370277777778;-39.073055555556;13S22 13;39W04 23;-13.370277777778;-39.073055555556;;88;
57dbac5cb66fb;Primário;OM;BA;Valente;Valente - BA;1120;KHz;B;-11.434444444444;-39.481666666667;11S26 04;39W28 54;-11.434444444444;-39.481666666667;;75;
57dbac5cba518;Primário;OM;BA;Vitória da Conquista;Vitória da Conquista - BA;1060;KHz;B;-14.846111111111;-40.837222222222;14S50 46;40W50 14;-14.846111111111;-40.837222222222;;70;
57dbac5cbe3b1;Primário;OM;BA;Vitória da Conquista;Vitória da Conquista - BA;1210;KHz;B;-14.879166666667;-40.833333333333;14S52 45;40W49 60;-14.879166666667;-40.833333333333;;57;
57dbac5cc29ea;Primário;OM;BA;Vitória da Conquista;Vitória da Conquista - BA;760;KHz;C;-14.908888888889;-40.820277777778;14S54 32;40W49 13;-14.908888888889;-40.820277777778;;99;
57dbac5cc73d9;Primário;OM;BA;Xique-Xique;Xique-Xique - BA;1390;KHz;C;-10.821666666667;-42.731111111111;10S49 18;42W43 52;-10.821666666667;-42.731111111111;;58;
57dbac5cc9f31;Primário;OM;BA;Xique-Xique;Xique-Xique - BA;1480;KHz;C;-10.829444444444;-42.717777777778;10S49 46;42W43 04;-10.829444444444;-42.717777777778;;55;
57dbac5ccdc38;Primário;OM;CE;Acaraú;Acaraú - CE;1100;KHz;C;-2.8855555555555;-40.12;2S53 08;40W07 12;-2.8855555555555;-40.12;;60;
57dbac5cd2266;Primário;OM;CE;Acopiara;Acopiara - CE;550;KHz;C;-6.0938888888888;-39.463888888889;6S05 38;39W27 50;-6.0938888888888;-39.463888888889;;88;
57dbac5cd5e6a;Primário;OM;CE;Acopiara;Acopiara - CE;1450;KHz;C;-6.1166666666667;-39.45;6S07 00;39W27 00;-6.1166666666667;-39.45;;55;
57dbac5cd9a52;Primário;OM;CE;Aquiraz;Aquiraz - CE;1050;KHz;B;-3.9097222222222;-38.385277777778;3S54 35;38W23 07;-3.9097222222222;-38.385277777778;;90;
57dbac5cde407;Primário;OM;CE;Aracati;Aracati - CE;600;KHz;C;-4.5597222222222;-37.75;4S33 35;37W45 00;-4.5597222222222;-37.75;;120;
57dbac5ce247f;Primário;OM;CE;Aracati;Aracati - CE;730;KHz;C;-4.5888888888888;-37.778333333333;4S35 20;37W46 42;-4.5888888888888;-37.778333333333;;76;
57dbac5ce6415;Primário;OM;CE;Aracati;Aracati - CE;1320;KHz;C;-4.5447222222222;-37.790555555555;4S32 41;37W47 26;-4.5447222222222;-37.790555555555;;57;
57dbac5cea44c;Primário;OM;CE;Araripe;Araripe - CE;1560;KHz;C;-7.19331;-40.12717;7S11 36;40W07 38;-7.19331;-40.12717;;55;Principal
57dbac5cecfc3;Primário;OM;CE;Assaré;Assaré - CE;1320;KHz;C;-6.9019444444443;-39.868055555556;6S54 07;39W52 05;-6.9019444444443;-39.868055555556;;57;
57dbac5cf0d03;Primário;OM;CE;Barbalha;Barbalha - CE;930;KHz;B;-7.230528;-39.35425;7S13 50;39W21 15;-7.230528;-39.35425;;69;
57dbac5d01207;Primário;OM;CE;Barro;Barro - CE;1210;KHz;B;-7.2;-38.8;7S12 00;38W47 60;-7.2;-38.8;;55;
57dbac5d051d9;Primário;OM;CE;Baturité;Baturité - CE;1500;KHz;B;-4.3375;-38.875;4S20 15;38W52 30;-4.3375;-38.875;;55;
57dbac5d09651;Primário;OM;CE;Bela Cruz;Bela Cruz - CE;1420;KHz;C;-3,03128;-40,18413;3S01 53;40W11 03;-3,03128;-40,18413;;54;Principal
57dbac5d0c240;Primário;OM;CE;Boa Viagem;Boa Viagem - CE;710;KHz;C;-5.1080555555555;-39.771666666667;5S06 29;39W46 18;-5.1080555555555;-39.771666666667;;78;
57dbac5d10870;Primário;OM;CE;Boa Viagem;Boa Viagem - CE;1310;KHz;C;-5.1388888888888;-39.736388888889;5S08 20;39W44 11;-5.1388888888888;-39.736388888889;;57;
57dbac5d151e1;Primário;OM;CE;Brejo Santo;Brejo Santo - CE;820;KHz;C;-7.5166666666667;-38.969444444444;7S31 00;38W58 10;-7.5166666666667;-38.969444444444;;60;
57dbac5d197c7;Primário;OM;CE;Camocim;Camocim - CE;820;KHz;C;-2.9127777777777;-40.859444444444;2S54 46;40W51 34;-2.9127777777777;-40.859444444444;;60;
57dbac5d1dfeb;Primário;OM;CE;Camocim;Camocim - CE;1450;KHz;C;-2.9305555555555;-40.847222222222;2S55 50;40W50 50;-2.9305555555555;-40.847222222222;;55;
57dbac5d21e5c;Primário;OM;CE;Camocim;Camocim - CE;1590;KHz;C;-2.9;-40.833333333333;2S53 60;40W49 60;-2.9;-40.833333333333;;55;
57dbac5d25ca4;Primário;OM;CE;Campos Sales;Campos Sales - CE;630;KHz;C;-7.0747222222222;-40.410555555556;7S04 29;40W24 38;-7.0747222222222;-40.410555555556;;119;
57dbac5d2a4c8;Primário;OM;CE;Campos Sales;Campos Sales - CE;1530;KHz;C;-7.076111111111;-40.390555555556;7S04 34;40W23 26;-7.076111111111;-40.390555555556;;55;Principal
57dbac5d2e433;Primário;OM;CE;Canindé;Canindé - CE;540;KHz;C;-4.35;-39.3;4S20 60;39W17 60;-4.35;-39.3;;88;
57dbac5d322e6;Primário;OM;CE;Canindé;Canindé - CE;1240;KHz;B;-4.34703;-39.31969;4S20 49;39W19 11;-4.34703;-39.31969;;55;Principal
57dbac5d35a61;Primário;OM;CE;Canindé;Canindé - CE;1580;KHz;C;-4.3666666666667;-39.316666666667;4S22 00;39W19 00;-4.3666666666667;-39.316666666667;;55;
57dbac5d380d3;Primário;OM;CE;Caridade;Caridade - CE;1370;KHz;C;-4.2375;-39.201666666667;4S14 15;39W12 06;-4.2375;-39.201666666667;;55;
57dbac5d3b81e;Primário;OM;CE;Cariré;Cariré - CE;1270;KHz;B;-3.95;-40.483333333333;3S57 00;40W28 60;-3.95;-40.483333333333;;57;
57dbac5d3e0d8;Primário;OM;CE;Cascavel;Cascavel - CE;1110;KHz;B;-4.1333333333333;-38.233333333333;4S07 60;38W13 60;-4.1333333333333;-38.233333333333;;75;
57dbac5d4221b;Primário;OM;CE;Caucaia;Caucaia - CE;930;KHz;B;-3.726389;-38.641667;3S43 35;38W38 30;-3.726389;-38.641667;;73;
57dbac5d46b27;Primário;OM;CE;Cedro;Cedro - CE;1160;KHz;C;-6.6116666666667;-39.070277777778;6S36 42;39W04 13;-6.6116666666667;-39.070277777778;;58;
57dbac5d4aca2;Primário;OM;CE;Coreaú;Coreaú - CE;1400;KHz;C;-3.5333333333333;-40.656666666667;3S31 60;40W39 24;-3.5333333333333;-40.656666666667;;56;
57dbac5d4d78c;Primário;OM;CE;Crateús;Crateús - CE;590;KHz;B;-5.1924722222222;-40.638277777778;5S11 33;40W38 18;-5.1924722222222;-40.638277777778;;87;
57dbac5d517b5;Primário;OM;CE;Crateús;Crateús - CE;1210;KHz;C;-5.1944444444443;-40,675;5S11 40;40W40 30;-5.1944444444443;-40,675;;100;
57dbac5d558ce;Primário;OM;CE;Crateús;Crateús - CE;1250;KHz;C;-5.1783333333333;-40.666666666667;5S10 42;40W40 00;-5.1783333333333;-40.666666666667;;62;
57dbac5d599eb;Primário;OM;CE;Crato;Crato - CE;1020;KHz;B;-7.2366666666667;-39.398055555556;7S14 12;39W23 53;-7.2366666666667;-39.398055555556;;94;
57dbac5d5e13c;Primário;OM;CE;Crato;Crato - CE;1440;KHz;B;-7.2333333333333;-39.4;7S13 60;39W23 60;-7.2333333333333;-39.4;;76;
57dbac5d63145;Primário;OM;CE;Crato;Crato - CE;1550;KHz;C;-7.2333333333333;-39.4;7S13 60;39W23 60;-7.2333333333333;-39.4;;48;
57dbac5d664c0;Primário;OM;CE;Eusébio;Eusébio - CE;1590;KHz;C;-3.9;-38.4;3S53 60;38W23 60;-3.9;-38.4;;55;
57dbac5d6a739;Primário;OM;CE;Forquilha;Forquilha - CE;830;KHz;C;-3.8555555555555;-40.269444444444;3S51 20;40W16 10;-3.8555555555555;-40.269444444444;;73;
57dbac5d6eaf3;Primário;OM;CE;Fortaleza;Fortaleza - CE;620;KHz;B;-3.8980555555555;-38.516666666667;3S53 53;38W31 00;-3.8980555555555;-38.516666666667;;110;
57dbac5d73d5d;Primário;OM;CE;Fortaleza;Fortaleza - CE;690;KHz;B;-3.8159444444443;-38.564833333333;3S48 57;38W33 53;-3.8159444444443;-38.564833333333;;110;
57dbac5d781ac;Primário;OM;CE;Fortaleza;Fortaleza - CE;760;KHz;B;-3.7969444444443;-38.568611111111;3S47 49;38W34 07;-3.7969444444443;-38.568611111111;;108;Principal
57dbac5d7d1a9;Primário;OM;CE;Fortaleza;Fortaleza - CE;810;KHz;B;-3.78529;-38.46685;3S47 07;38W28 01;-3.78529;-38.46685;;99;
57dbac5d81de1;Primário;OM;CE;Fortaleza;Fortaleza - CE;1010;KHz;B;-3.82552;-38.50149;3S49 32;38W30 05;-3.82552;-38.50149;;90;Principal
57dbac5d866de;Primário;OM;CE;Fortaleza;Fortaleza - CE;1200;KHz;B;-3.8488888888888;-38.573611111111;3S50 56;38W34 25;-3.8488888888888;-38.573611111111;;84;
57dbac5d8b431;Primário;OM;CE;Fortaleza;Fortaleza - CE;1300;KHz;B;-3.8194444444443;-38.611111111111;3S49 10;38W36 40;-3.8194444444443;-38.611111111111;;82;
57dbac5d908d3;Primário;OM;CE;Granja;Granja - CE;1160;KHz;C;-3.1222222222222;-40.802777777778;3S07 20;40W48 10;-3.1222222222222;-40.802777777778;;58;
57dbac5d95445;Primário;OM;CE;Granja;Granja - CE;1530;KHz;C;-3.1202777777777;-40.826111111111;3S07 13;40W49 34;-3.1202777777777;-40.826111111111;;54;
57dbac5d981c7;Primário;OM;CE;Guaraciaba do Norte;Guaraciaba do Norte - CE;1190;KHz;C;-4.1666666666667;-40.752222222222;4S10 00;40W45 08;-4.1666666666667;-40.752222222222;;57;
57dbac5d9bdda;Primário;OM;CE;Guaraciaba do Norte;Guaraciaba do Norte - CE;1450;KHz;C;-4.1669444444443;-40.7475;4S10 01;40W44 51;-4.1669444444443;-40.7475;;55;
57dbac5d9e828;Primário;OM;CE;Hidrolândia;Hidrolândia - CE;1490;KHz;C;-4.3833333333333;-40.35;4S22 60;40W21 00;-4.3833333333333;-40.35;;55;
57dbac5da0f8e;Primário;OM;CE;Icó;Icó - CE;1480;KHz;C;-6.4;-38.85;6S24 00;38W51 00;-6.4;-38.85;;55;
57dbac5da37ba;Primário;OM;CE;Iguatu;Iguatu - CE;790;KHz;C;-6.3780555555555;-39.259444444444;6S22 41;39W15 34;-6.3780555555555;-39.259444444444;;58;
57dbac5da765a;Primário;OM;CE;Iguatu;Iguatu - CE;870;KHz;C;-6.3333333333333;-39.416666666667;6S19 60;39W25 00;-6.3333333333333;-39.416666666667;;65;
57dbac5dac06d;Primário;OM;CE;Ipu;Ipu - CE;1360;KHz;C;-4.303611111111;-40.690833333333;4S18 13;40W41 27;-4.303611111111;-40.690833333333;;56;
57dbac5db052e;Primário;OM;CE;Ipu;Ipu - CE;1520;KHz;C;-4.3438888888888;-40.711944444444;4S20 38;40W42 43;-4.3438888888888;-40.711944444444;;55;
57dbac5db45b3;Primário;OM;CE;Ipueiras;Ipueiras - CE;1020;KHz;C;-4.548611111111;-40.725;4S32 55;40W43 30;-4.548611111111;-40.725;;73;
57dbac5db89be;Primário;OM;CE;Iracema;Iracema - CE;910;KHz;C;-5.8166666666667;-38.3;5S49 00;38W17 60;-5.8166666666667;-38.3;;64;
57dbac5dbb75b;Primário;OM;CE;Itapajé;Itapajé - CE;1470;KHz;C;-3.6975;-39.565555555556;3S41 51;39W33 56;-3.6975;-39.565555555556;;55;
57dbac5dbf714;Primário;OM;CE;Itapipoca;Itapipoca - CE;570;KHz;C;-3.3678694444443;-39.589161111111;3S22 04;39W35 21;-3.3678694444443;-39.589161111111;;87;
57dbac5dc3eb1;Primário;OM;CE;Itarema;Itarema - CE;660;KHz;C;-2.9188888888888;-39.928611111111;2S55 08;39W55 43;-2.9188888888888;-39.928611111111;;80;
57dbac5dc7eb9;Primário;OM;CE;Itarema;Itarema - CE;1250;KHz;C;-2.9408333333333;-39.909166666667;2S56 27;39W54 33;-2.9408333333333;-39.909166666667;;57;
57dbac5dcba08;Primário;OM;CE;Jaguaribe;Jaguaribe - CE;1580;KHz;C;-5.8666666666667;-38.6;5S52 00;38W36 00;-5.8666666666667;-38.6;;55;
57dbac5dcdde4;Primário;OM;CE;Jaguaruana;Jaguaruana - CE;1220;KHz;C;-4.8333333333333;-37.783333333333;4S49 60;37W46 60;-4.8333333333333;-37.783333333333;;57;
57dbac5dd0167;Primário;OM;CE;Jardim;Jardim - CE;1410;KHz;C;-7.5825;-39.298055555556;7S34 57;39W17 53;-7.5825;-39.298055555556;;55;
57dbac5dd2a17;Primário;OM;CE;Jijoca de Jericoacoara;Jijoca de Jericoacoara - CE;1380;KHz;C;-2.9;-40.45;2S53 60;40W27 00;-2.9;-40.45;;55;
57dbac5dd6945;Primário;OM;CE;Juazeiro do Norte;Juazeiro do Norte - CE;570;KHz;B;-7.2572222222222;-39.268888888889;7S15 26;39W16 08;-7.2572222222222;-39.268888888889;;87;
57dbac5ddb516;Primário;OM;CE;Juazeiro do Norte;Juazeiro do Norte - CE;850;KHz;C;-7.2;-39.331666666667;7S12 00;39W19 54;-7.2;-39.331666666667;;62;
57dbac5ddf74a;Primário;OM;CE;Juazeiro do Norte;Juazeiro do Norte - CE;1310;KHz;C;-7.20135;-39.327508333333;7S12 05;39W19 39;-7.20135;-39.327508333333;;63;
57dbac5de3a96;Primário;OM;CE;Lavras da Mangabeira;Lavras da Mangabeira - CE;770;KHz;B;-6.7166666666667;-38.983333333333;6S43 00;38W58 60;-6.7166666666667;-38.983333333333;;74;
57dbac5de7c8b;Primário;OM;CE;Limoeiro do Norte;Limoeiro do Norte - CE;560;KHz;C;-5.125;-38.053056;5S07 30;38W03 11;-5.125;-38.053056;;88;
57dbac5debf82;Primário;OM;CE;Limoeiro do Norte;Limoeiro do Norte - CE;1260;KHz;B;-5.1522222222222;-38.103888888889;5S09 08;38W06 14;-5.1522222222222;-38.103888888889;;57;
57dbac5df0235;Primário;OM;CE;Maracanaú;Maracanaú - CE;860;KHz;B;-3.85;-38.666666666667;3S51 00;38W40 00;-3.85;-38.666666666667;;97;
57dbac5e0131e;Primário;OM;CE;Maracanaú;Maracanaú - CE;1340;KHz;B;-3.86828;-38.58828;3S52 06;38W35 18;-3.86828;-38.58828;;54;Principal
57dbac5e05399;Primário;OM;CE;Marco;Marco - CE;1550;KHz;C;-3.1238888888888;-40.146666666667;3S07 26;40W08 48;-3.1238888888888;-40.146666666667;;55;
57dbac5e07c7c;Primário;OM;CE;Massapê;Massapê - CE;1460;KHz;C;-3.5988888888888;-40.348888888889;3S35 56;40W20 56;-3.5988888888888;-40.348888888889;;55;
57dbac5e0bd92;Primário;OM;CE;Milagres;Milagres - CE;1360;KHz;C;-7.3133333333333;-38.945555555556;7S18 48;38W56 44;-7.3133333333333;-38.945555555556;;57;
